user_id,parent_asin,rating,timestamp,review_date,helpful_vote,verified_purchase
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08P2DZB4X,5.0,1627391044559,2021-07-27 13:04:04.559,0,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07RBSLNFR,5.0,1621184430697,2021-05-16 17:00:30.697,0,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07SLFWZKN,3.0,1619737501209,2021-04-29 23:05:01.209,0,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08JTNQFZY,5.0,1617904219785,2021-04-08 17:50:19.785,0,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08M3C6LVS,3.0,1607339460872,2020-12-07 11:11:00.872,0,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07KG1TWP5,5.0,1596473351088,2020-08-03 16:49:11.088,0,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07W397QG4,5.0,1593352422858,2020-06-28 13:53:42.858,1,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07GDQPG12,5.0,1547589843451,2019-01-15 22:04:03.451,0,False
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07J3GH1W1,5.0,1547589356557,2019-01-15 21:55:56.557,0,False
AHATA6X6MYTC3VNBFJ3WIYVK257A,B0875V791H,4.0,1595533702899,2020-07-23 19:48:22.899,0,False
AHATA6X6MYTC3VNBFJ3WIYVK257A,B07FX94GYX,4.0,1538856068174,2018-10-06 20:01:08.174,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B8DZ7H5F,4.0,1663163956007,2022-09-14 13:59:16.007,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B4JP5YD9,5.0,1660417831321,2022-08-13 19:10:31.321,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B4JPGX8P,4.0,1660417672640,2022-08-13 19:07:52.640,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07KQ32Z8C,4.0,1629410931015,2021-08-19 22:08:51.015,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08PQ6YXSH,5.0,1628462041411,2021-08-08 22:34:01.411,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0BTJ6SYKB,4.0,1623188037011,2021-06-08 21:33:57.011,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08KWN77LW,4.0,1610133666100,2021-01-08 19:21:06.100,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08HXQ3T9K,4.0,1607744901734,2020-12-12 03:48:21.734,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,4.0,1605814409168,2020-11-19 19:33:29.168,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08BZ1RHPS,4.0,1597942744359,2020-08-20 16:59:04.359,3,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B085NYYLQ8,4.0,1597526701753,2020-08-15 21:25:01.753,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B088FBNQXW,4.0,1593043740906,2020-06-25 00:09:00.906,1,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B087D7MVHB,4.0,1591977214185,2020-06-12 15:53:34.185,1,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B083TLNBJJ,4.0,1585261263214,2020-03-26 22:21:03.214,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B082NKQ4ZT,4.0,1583932042329,2020-03-11 13:07:22.329,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07WNBZQGT,4.0,1581772960365,2020-02-15 13:22:40.365,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07SW7D6ZR,4.0,1580742144072,2020-02-03 15:02:24.072,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07NPWK167,5.0,1578928089878,2020-01-13 15:08:09.878,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07J2QZBTP,5.0,1577024355925,2019-12-22 14:19:15.925,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07N45YN6C,4.0,1562550265320,2019-07-08 01:44:25.320,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B077YR3333,3.0,1550588697518,2019-02-19 15:04:57.518,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07FZ5HZLM,4.0,1548092773968,2019-01-21 17:46:13.968,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07GDQPG12,5.0,1545303800417,2018-12-20 11:03:20.417,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B071R2QPF3,5.0,1544236907167,2018-12-08 02:41:47.167,0,False
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B01KJPFO9W,4.0,1541942181487,2018-11-11 13:16:21.487,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08XJWLLKQ,5.0,1618934798418,2021-04-20 16:06:38.418,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08PLFZB89,5.0,1617909095488,2021-04-08 19:11:35.488,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08KHRF9NY,5.0,1616954539796,2021-03-28 18:02:19.796,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08N6YHQXT,5.0,1616457223039,2021-03-22 23:53:43.039,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08SQ31H8P,4.0,1615701950469,2021-03-14 06:05:50.469,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08NPBQR9L,5.0,1609182507469,2020-12-28 19:08:27.469,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08P8BN9BZ,5.0,1608753663995,2020-12-23 20:01:03.995,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08BLX72TP,3.0,1606878884208,2020-12-02 03:14:44.208,1,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08LYT4Q2X,5.0,1606103453308,2020-11-23 03:50:53.308,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B0841WQNNZ,5.0,1604762653089,2020-11-07 15:24:13.089,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087ZQK2G8,4.0,1598591443230,2020-08-28 05:10:43.230,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087Z9X39L,5.0,1594848248797,2020-07-15 21:24:08.797,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07XQKH3RY,5.0,1593321721590,2020-06-28 05:22:01.590,1,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B084ZHP45Y,4.0,1585080133476,2020-03-24 20:02:13.476,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07LCHCD6Q,4.0,1556652791507,2019-04-30 19:33:11.507,0,False
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B071JMGPTH,4.0,1544671934783,2018-12-13 03:32:14.783,1,False
